borough,neighborhood,sqft,bedrooms,bathrooms,floor,age,has_garage,has_elevator,has_doorman,subway_dist,price
Bronx,Riverdale,1064,4,3,15,98,1,1,0,2.14,585276
Queens,Forest Hills,2117,2,1,29,51,1,1,0,1.68,1528643
Queens,Long Island City,1548,3,1,3,17,0,1,0,2.13,1036727
Bronx,Pelham Bay,466,4,2,11,62,0,1,1,0.3,684105
Staten Island,Annadale,2453,0,4,3,32,1,1,1,1.62,1536546
Staten Island,St. George,1036,1,4,28,3,1,1,0,0.62,875496
Queens,Astoria,713,5,1,10,86,1,0,1,0.38,724818
Brooklyn,Bushwick,964,2,3,33,74,1,1,0,2.24,1137790
Staten Island,St. George,2001,4,4,48,51,0,0,1,1.64,1311581
Bronx,Norwood,1225,5,3,16,8,0,0,1,0.68,848484
Staten Island,St. George,2953,2,1,10,63,0,0,1,1.03,1462437
Bronx,Pelham Bay,1505,5,4,33,29,1,1,1,2.44,1313052
Queens,Jamaica,1425,1,3,36,7,1,1,0,2.17,1171447
Staten Island,Great Kills,2651,4,1,3,4,1,1,0,0.14,1521423
Bronx,Riverdale,1061,4,3,5,75,0,0,0,2.45,1023629
Queens,Astoria,1204,2,4,12,62,1,0,1,0.98,952381
Brooklyn,Bushwick,2851,5,2,44,0,1,1,1,1.77,2542888
Bronx,Fordham,935,1,3,13,14,0,1,0,1.81,879574
Brooklyn,DUMBO,1791,0,2,24,88,0,0,1,2.29,1697846
Brooklyn,Bay Ridge,1635,4,4,44,81,1,0,1,2.22,1413697
Manhattan,Midtown,3024,0,2,32,37,0,0,0,0.78,2730947
Staten Island,St. George,3210,1,1,16,41,1,1,1,1.64,1152888
Bronx,South Bronx,2320,4,2,32,45,0,0,0,1.04,1885114
Brooklyn,Bay Ridge,2564,4,3,45,52,1,0,1,1.36,1835878
Manhattan,Financial District,1027,5,3,37,25,0,0,0,1.43,1846241
Queens,Astoria,1148,0,2,36,60,0,1,1,1.05,866780
Bronx,South Bronx,504,5,1,21,66,0,1,1,1.21,724233
Brooklyn,Park Slope,2942,3,4,47,53,0,1,1,0.6,2514092
Staten Island,Annadale,445,0,2,12,21,1,0,1,1.56,593413
Manhattan,Harlem,3270,0,3,21,25,1,0,1,1.92,2161294
Brooklyn,Flatbush,1754,3,3,21,82,0,0,0,1.13,1480324
Staten Island,Great Kills,1639,1,2,43,59,1,0,1,2.45,1008887
Brooklyn,Williamsburg,1381,1,2,6,38,0,1,0,0.24,1150249
Bronx,Fordham,1359,4,2,9,35,0,0,0,1.51,1314959
Bronx,Riverdale,1915,2,4,1,20,1,0,0,1.5,1327771
Bronx,Mott Haven,2236,5,3,12,40,1,1,1,0.19,1765313
Manhattan,Chelsea,3292,2,3,14,47,1,0,0,0.64,2471600
Bronx,Mott Haven,2896,4,3,6,25,1,0,1,2.27,1795712
Staten Island,Annadale,2983,2,4,1,62,1,0,1,1.41,1680450
Brooklyn,Bay Ridge,2958,0,1,22,76,1,1,1,1.15,1604347
Queens,Flushing,1881,0,3,34,35,1,0,0,1.1,1388669
Staten Island,Annadale,1959,3,3,11,23,0,1,1,2.23,1278756
Staten Island,New Dorp,2987,3,1,3,89,1,0,1,0.98,2236797
Bronx,Mott Haven,1907,4,4,42,20,0,1,1,2.16,1453446
Manhattan,Harlem,2463,4,1,6,17,1,1,0,0.84,2624002
Brooklyn,Bay Ridge,2400,4,1,6,14,1,1,0,1.38,1989320
Manhattan,Midtown,2690,0,1,20,78,0,0,0,0.45,2170068
Brooklyn,Williamsburg,2373,2,1,21,5,0,0,0,2.08,1767567
Brooklyn,Flatbush,1311,5,4,2,42,0,1,1,1.87,1351321
Manhattan,Harlem,1694,4,4,26,30,0,1,0,1.37,1813897
Staten Island,Great Kills,3208,4,1,31,27,1,0,1,0.16,2441295
Brooklyn,Williamsburg,2202,0,2,26,7,1,1,0,1.26,2013238
Manhattan,Chelsea,3152,5,2,32,28,0,0,1,0.64,2255105
Brooklyn,Flatbush,2153,0,2,10,20,0,0,0,1.09,2010678
Queens,Flushing,514,5,2,23,80,1,1,0,2.16,717849
Staten Island,Great Kills,2003,0,3,6,87,1,1,0,1.95,1192883
Bronx,Pelham Bay,1722,2,4,23,57,0,0,1,0.68,1051719
Brooklyn,Flatbush,2260,4,4,28,59,1,0,1,2.46,1498824
Queens,Astoria,2844,1,1,49,49,1,0,0,2.27,1318856
Bronx,Norwood,2841,1,3,30,99,0,1,0,1.37,1244676
Bronx,South Bronx,1498,4,1,14,30,0,0,0,1.37,918700
Brooklyn,Bay Ridge,1377,4,1,37,46,0,1,0,2.26,1361130
Manhattan,Financial District,1905,4,4,32,33,0,1,0,1.63,1816410
Brooklyn,Park Slope,1526,4,3,49,1,1,0,0,1.39,1389220
Queens,Jackson Heights,696,5,2,34,66,0,1,1,1.9,848005
Bronx,Mott Haven,3449,2,4,41,93,1,1,1,0.66,1952310
Brooklyn,Flatbush,2625,1,3,44,71,1,1,1,2.21,2303934
Manhattan,Financial District,3414,3,3,22,51,1,1,1,1.38,2191331
Brooklyn,Bushwick,2762,1,4,31,6,1,0,1,1.55,1579305
Staten Island,Annadale,1462,1,4,7,75,0,0,1,0.32,1271486
Manhattan,Upper East Side,658,0,1,41,18,1,1,0,0.84,1413868
Queens,Astoria,2454,4,1,21,89,0,1,0,1.12,1847544
Bronx,South Bronx,2496,4,1,16,91,1,1,0,1.09,910389
Brooklyn,Bushwick,2608,4,2,20,14,0,1,0,1.97,1583969
Manhattan,Upper East Side,2292,0,4,43,77,1,1,0,0.78,1796689
Staten Island,New Dorp,575,2,3,44,47,1,0,1,0.54,685469
Manhattan,Financial District,3473,2,4,47,13,0,0,1,1.5,3298024
Staten Island,Stapleton,1400,3,3,19,2,0,0,1,1.58,1013149
Queens,Astoria,2318,2,2,48,49,0,0,1,0.39,2157196
Bronx,Fordham,2902,2,4,32,92,0,1,1,0.11,1437745
Queens,Forest Hills,2067,4,3,15,53,1,1,0,2.3,1819136
Brooklyn,Bushwick,675,5,3,5,5,1,0,1,0.29,1153385
Manhattan,SoHo,2945,1,1,11,48,1,0,1,2.25,1985020
Staten Island,Great Kills,1075,2,2,15,22,1,0,1,1.06,1031411
Staten Island,Stapleton,2223,2,4,29,91,1,1,0,1.67,938452
Manhattan,Financial District,1451,0,1,45,77,0,1,0,0.55,1804022
Manhattan,Harlem,1756,3,2,4,77,0,1,0,2.08,1765751
Brooklyn,Bay Ridge,3472,5,1,49,19,1,0,0,0.53,2643440
Queens,Jamaica,2503,0,4,36,76,0,0,0,1.03,1265236
Staten Island,Tottenville,946,4,3,48,90,1,1,0,0.67,1113588
Brooklyn,Williamsburg,1535,1,4,23,59,1,1,1,2.11,1433196
Queens,Flushing,2483,3,2,15,98,0,1,1,2.16,1929818
Brooklyn,Park Slope,2440,0,4,46,44,1,0,1,0.99,1604846
Staten Island,St. George,838,2,2,44,60,0,1,0,0.84,1185647
Manhattan,Financial District,2152,2,1,3,55,1,1,0,1.96,2259447
Manhattan,Upper East Side,2015,3,2,32,1,0,0,0,2.21,2456776
Queens,Forest Hills,2249,2,3,10,44,1,1,0,1.6,1529971
Bronx,Norwood,3042,0,3,40,39,1,1,1,2.33,1697313
Queens,Forest Hills,2000,0,3,38,23,0,1,0,1.02,1109246
Bronx,South Bronx,2063,2,1,22,28,1,1,0,0.46,1779775
Brooklyn,Williamsburg,706,2,2,14,66,1,0,0,0.53,1141202
Brooklyn,Bushwick,1018,4,1,17,67,0,1,0,1.71,934983
Staten Island,Annadale,1532,1,4,21,65,0,0,0,1.08,984319
Bronx,Mott Haven,1795,3,4,48,83,0,1,1,0.48,1676161
Staten Island,St. George,2804,0,4,15,53,1,0,0,0.8,1137766
Manhattan,Upper East Side,2628,3,4,15,52,0,1,0,1.37,2003020
Bronx,South Bronx,1779,4,3,1,78,0,1,1,0.39,1567726
Queens,Flushing,2099,0,2,24,48,0,0,0,0.11,1748848
Manhattan,SoHo,2515,4,3,12,31,1,1,0,2.3,2685757
Manhattan,SoHo,2739,4,2,10,60,0,1,1,0.83,1892618
Queens,Flushing,3139,5,2,46,41,1,0,1,0.63,1770926
Manhattan,Midtown,580,2,1,42,0,1,1,1,1.78,1592289
Bronx,Riverdale,2881,5,4,42,62,0,1,1,2.15,1749786
Staten Island,Tottenville,1887,3,2,31,34,1,1,1,1.62,1316659
Manhattan,Upper East Side,1313,3,4,11,50,1,1,1,0.71,2172531
Bronx,South Bronx,1957,2,4,16,70,1,1,1,2.17,1671486
Brooklyn,Flatbush,2513,5,4,9,44,1,0,1,1.33,1707491
Bronx,Mott Haven,1444,3,3,47,76,1,0,1,1.01,937946
Staten Island,Great Kills,2035,5,4,14,64,0,1,1,1.55,1143052
Bronx,Riverdale,2831,2,2,19,13,0,1,0,1.78,1585270
Queens,Jamaica,2038,0,3,31,92,0,0,1,1.53,1089522
Staten Island,St. George,1982,4,4,9,2,1,0,1,2.31,1413986
Brooklyn,Flatbush,2486,4,1,36,23,0,0,1,1.61,1927846
Queens,Forest Hills,1708,5,4,39,64,1,0,1,2.21,1713204
Bronx,Fordham,1221,3,4,26,47,1,0,1,1.51,1032417
Staten Island,New Dorp,1001,5,3,8,9,1,0,0,0.89,1060835
Brooklyn,Bushwick,2020,5,2,24,12,1,1,0,1.38,2106343
Queens,Flushing,1184,1,4,8,99,0,1,0,0.31,986999
Brooklyn,Park Slope,1611,4,3,19,72,1,1,1,0.65,1662433
Bronx,Riverdale,1070,2,3,47,13,0,1,1,1.94,1013916
Brooklyn,Bushwick,1666,5,2,48,99,0,1,0,1.69,1891833
Manhattan,Financial District,1496,1,3,30,9,1,0,1,0.5,1847247
Queens,Forest Hills,2926,1,2,22,39,0,0,1,1.15,1862118
Brooklyn,Williamsburg,2397,4,1,9,22,0,0,0,0.44,1778495
Bronx,Norwood,3008,4,4,44,98,0,0,1,2.15,2346181
Bronx,Fordham,500,4,3,48,54,1,0,1,0.36,706995
Brooklyn,Park Slope,2961,2,1,4,62,1,0,1,1.67,1483377
Bronx,Norwood,2179,1,3,37,70,1,1,1,1.56,1399828
Staten Island,Great Kills,575,3,3,8,41,0,1,1,1.23,673873
Staten Island,Stapleton,637,2,1,1,98,0,0,1,0.77,672548
Staten Island,New Dorp,3357,0,3,28,65,1,1,1,1.07,2483393
Manhattan,Midtown,1522,5,3,6,78,1,0,0,2.04,2085172
Brooklyn,Bushwick,3318,4,1,47,72,0,1,0,1.93,1706625
Manhattan,Midtown,2377,1,3,36,46,1,0,1,1.87,2009301
Bronx,Pelham Bay,2942,5,2,11,80,1,0,1,1.9,1761950
Manhattan,SoHo,3394,2,3,5,51,0,1,0,0.45,2808778
Bronx,Mott Haven,2403,0,4,24,17,0,0,0,0.34,1566857
Bronx,Norwood,1937,2,3,47,78,1,1,0,2.17,1478253
Queens,Long Island City,1154,2,4,18,17,1,1,0,2.11,1230104
Staten Island,St. George,2658,3,4,20,23,1,0,0,1.74,1278080
Bronx,Pelham Bay,1546,5,3,28,22,1,0,0,1.55,1353207
Queens,Jackson Heights,1811,3,1,13,11,0,0,0,0.98,1053673
Staten Island,New Dorp,539,2,2,5,22,1,1,1,0.64,717583
Bronx,Riverdale,940,0,2,30,20,1,1,0,1.7,953046
Bronx,Riverdale,1814,1,3,1,63,0,0,0,2.29,1110969
Manhattan,SoHo,669,1,1,22,89,0,0,0,1.15,1440281
Manhattan,Financial District,1435,5,1,18,71,0,0,1,0.83,1779616
Staten Island,Annadale,2290,4,2,46,93,0,0,1,0.75,1117889
Bronx,Fordham,905,4,1,5,33,0,0,1,0.16,824083
Brooklyn,DUMBO,1529,1,3,31,1,0,0,0,1.35,1609991
Manhattan,Midtown,2479,2,3,6,68,0,0,0,2.47,1860786
Staten Island,Stapleton,2272,2,1,27,30,1,1,0,2.06,1655786
Bronx,Mott Haven,1492,3,3,25,96,1,1,1,2.25,1196074
Bronx,Norwood,1212,5,4,29,67,0,0,1,1.59,1142720
Brooklyn,Williamsburg,761,3,2,28,69,1,0,1,1.26,1257740
Staten Island,Great Kills,1856,4,3,16,86,1,1,1,2.48,1480199
Bronx,Pelham Bay,1328,1,1,12,18,0,0,1,1.17,1245698
Manhattan,Financial District,499,2,2,20,71,0,1,1,2.3,1529940
Brooklyn,Flatbush,2081,1,3,18,12,0,1,0,1.93,1515696
Staten Island,Stapleton,2456,0,2,34,64,0,0,1,0.89,1386625
Brooklyn,DUMBO,3144,1,1,23,5,0,1,1,1.31,2404699
Manhattan,Financial District,1452,0,4,45,70,1,1,1,1.02,1642301
Staten Island,Great Kills,2909,3,4,27,26,1,0,1,0.43,2166924
Brooklyn,Bay Ridge,1320,3,3,49,78,0,0,0,0.96,1409533
Queens,Jamaica,2837,4,4,17,51,0,1,0,2.23,1374091
Manhattan,Upper East Side,1031,1,3,48,97,1,0,1,1.91,1628828
Manhattan,Upper East Side,1081,1,2,21,86,1,1,0,0.77,1349465
Manhattan,Midtown,2604,0,3,40,47,1,1,0,0.98,1758666
Queens,Forest Hills,2782,3,3,31,87,0,1,0,1.58,2158796
Queens,Astoria,2707,0,3,3,78,0,1,0,1.1,1539847
Bronx,South Bronx,2529,3,4,17,98,1,1,0,1.31,1392200
Brooklyn,DUMBO,1153,0,3,26,67,0,1,0,1.78,1099023
Bronx,Mott Haven,1864,3,1,23,43,1,0,0,1.22,1234702
Brooklyn,Park Slope,1119,0,3,6,16,0,0,1,0.56,1067450
Queens,Long Island City,474,3,2,28,94,0,0,0,1.35,988765
Queens,Long Island City,1693,5,1,8,37,1,0,1,0.95,1533902
Bronx,Mott Haven,2322,0,2,45,9,1,1,0,0.8,1711246
Staten Island,Great Kills,3073,1,2,8,53,0,1,0,0.89,1103223
Bronx,Mott Haven,461,4,2,19,90,1,1,0,1.15,779350
Brooklyn,Bay Ridge,1273,5,1,38,5,0,1,1,2.23,1625071
Bronx,Mott Haven,719,5,1,29,5,1,1,0,1.86,731297
Manhattan,Chelsea,2549,0,4,23,51,1,0,1,1.7,1858159
Brooklyn,Williamsburg,1852,4,1,47,14,0,0,0,1.23,1948627
Brooklyn,Flatbush,1273,1,3,32,67,0,0,0,0.1,1443230
Staten Island,Stapleton,2145,5,2,10,56,0,1,1,0.92,1370759
Queens,Astoria,3401,1,4,27,55,1,1,0,2.05,1469727
Brooklyn,Bushwick,2702,3,1,49,6,1,0,0,1.03,1963391
Queens,Jamaica,1955,4,2,1,50,0,1,0,1.45,1252348
Bronx,Norwood,3017,2,1,39,57,1,1,1,0.59,1695087
Manhattan,Harlem,511,3,4,29,63,0,0,0,2.3,1405064
Staten Island,Tottenville,3432,4,1,45,25,0,1,0,2.32,2127963
Queens,Forest Hills,3445,0,1,3,57,0,0,0,0.45,2223933
Brooklyn,Bushwick,860,0,2,47,30,0,0,1,1.84,1199078
Queens,Flushing,3155,1,3,37,65,0,0,0,0.28,2056217
Brooklyn,DUMBO,1286,5,1,31,91,1,0,1,1.54,1063521
Queens,Jamaica,1515,2,4,11,12,1,1,0,0.53,1266608
Brooklyn,DUMBO,1475,0,1,22,17,0,1,0,0.45,1201650
Bronx,Mott Haven,919,4,1,18,93,1,1,1,0.11,726469
Brooklyn,Bay Ridge,1211,5,3,35,74,0,0,1,2.36,1627386
Brooklyn,Bushwick,2683,5,2,6,12,1,1,1,2.09,2185029
Manhattan,Upper East Side,2324,4,4,3,23,1,0,1,0.29,2024031
Brooklyn,Bay Ridge,2004,5,2,5,56,0,1,1,1.54,1505573
Manhattan,Midtown,1326,0,2,9,28,1,1,0,0.66,1511393
Staten Island,Stapleton,956,4,2,28,55,0,0,0,0.73,849623
Manhattan,Chelsea,3096,4,1,19,53,1,1,1,2.2,2603300
Bronx,Riverdale,2681,1,3,28,4,0,0,0,0.37,1385124
Manhattan,Financial District,1455,2,1,27,34,0,0,0,1.54,1664789
Staten Island,St. George,978,1,4,13,18,0,1,1,1.06,806145
Bronx,Pelham Bay,941,2,3,38,54,0,1,1,0.56,908842
Queens,Astoria,2561,4,2,43,76,0,1,1,1.18,1949394
Queens,Jackson Heights,2651,5,3,21,68,0,1,0,2.36,2282818
Manhattan,Chelsea,1452,2,4,27,43,1,0,1,1.98,1595367
Manhattan,Midtown,3090,4,1,46,77,0,0,0,0.42,2991902
Staten Island,St. George,873,4,1,6,37,1,1,1,2.14,944039
Staten Island,St. George,3144,1,2,38,61,0,1,1,2.35,1495938
Brooklyn,Park Slope,2700,1,1,49,21,1,1,1,0.76,1697483
Staten Island,Annadale,1304,5,1,11,72,0,0,1,0.9,1107473
Brooklyn,Park Slope,2345,3,4,47,39,0,1,0,0.4,1817395
Bronx,Mott Haven,785,0,3,41,25,1,0,0,0.93,769334
Manhattan,Midtown,461,3,1,17,4,0,1,0,1.72,1504506
Bronx,Norwood,914,3,4,39,92,0,1,1,0.75,827948
Staten Island,Annadale,829,5,4,7,53,0,0,0,0.12,983160
Bronx,South Bronx,979,2,2,30,85,0,0,0,0.91,718121
Bronx,Mott Haven,1960,5,4,21,48,1,1,0,1.19,1292733
Bronx,Norwood,1564,5,2,1,2,0,0,1,1.46,1297179
Staten Island,St. George,3190,4,1,25,91,1,0,0,1.74,2461411
Bronx,Fordham,1723,4,2,32,37,0,1,1,0.25,902981
Brooklyn,Bay Ridge,3122,4,4,8,13,0,0,1,1.23,1975159
Staten Island,Stapleton,2758,0,3,5,46,0,0,0,0.74,1856830
Bronx,Mott Haven,870,2,3,30,13,0,1,0,2.38,879438
Staten Island,St. George,1816,2,1,8,74,1,1,1,0.96,1349436
Queens,Jackson Heights,2065,4,1,49,72,0,0,1,0.34,2092387
Brooklyn,Williamsburg,1868,3,3,19,37,0,1,1,0.2,1779972
Bronx,Norwood,1208,0,2,44,63,0,0,0,0.74,821931
Queens,Long Island City,571,3,1,30,43,1,0,1,0.53,1029769
Queens,Jackson Heights,3023,1,4,15,69,1,0,1,1.66,2404337
Staten Island,Great Kills,430,2,1,36,64,1,1,1,2.13,686509
Queens,Jackson Heights,446,2,2,44,24,1,0,0,0.85,873281
Brooklyn,Bay Ridge,529,3,1,27,15,0,0,1,1.49,1310700
Brooklyn,DUMBO,2799,0,4,13,14,0,0,1,1.85,2486575
Manhattan,SoHo,1377,2,4,14,97,1,1,1,1.06,2020327
Brooklyn,DUMBO,2045,3,4,37,80,0,1,1,0.26,1500399
Queens,Jamaica,2004,5,2,48,2,0,1,1,0.65,2023227
Brooklyn,DUMBO,457,5,2,30,66,1,0,0,2.22,1120888
Staten Island,St. George,1529,0,4,39,36,0,0,0,2.08,936634
Manhattan,Chelsea,3259,3,4,47,80,1,1,1,0.31,2761883
Queens,Jamaica,1753,5,2,13,54,1,0,1,0.64,1565696
Manhattan,Financial District,1167,0,2,16,37,1,0,1,1.95,1887069
Queens,Jackson Heights,1082,4,2,44,62,1,0,1,1.27,1316550
Staten Island,New Dorp,2408,0,3,7,0,1,0,1,1.92,1288635
Manhattan,SoHo,3444,1,2,48,70,1,1,1,0.61,2713071
Bronx,Riverdale,2733,4,4,27,89,0,1,0,2.39,1414990
Queens,Astoria,2190,3,3,45,18,0,1,1,1.98,2009701
Bronx,Fordham,1877,4,2,35,51,0,0,1,0.57,768076
Manhattan,Upper East Side,1285,4,4,15,29,1,0,0,1.44,2067431
Bronx,Riverdale,796,3,1,28,54,1,1,0,0.37,938998
Bronx,Mott Haven,1938,3,3,35,13,1,1,0,0.97,1611743
Manhattan,Upper East Side,2473,5,4,7,12,0,1,0,1.68,2297405
Staten Island,Tottenville,712,1,1,46,83,0,0,1,0.89,877788
Bronx,Norwood,2573,3,4,46,89,1,1,0,1.68,2052870
Bronx,Norwood,1988,2,2,20,26,1,0,0,0.69,1524778
Staten Island,Great Kills,1621,2,2,32,88,1,1,0,1.83,861556
Bronx,Riverdale,1210,1,1,38,8,1,0,1,0.96,975337
Bronx,Riverdale,2635,0,2,40,40,1,0,1,2.0,1762336
Bronx,Pelham Bay,3145,0,4,32,47,0,1,1,0.43,1518944
Brooklyn,Williamsburg,3257,2,1,26,11,1,0,0,0.97,2406402
Staten Island,St. George,3163,3,4,39,9,1,0,1,1.21,2307796
Bronx,Norwood,2432,1,4,20,5,1,1,0,1.12,1892598
Staten Island,Annadale,1907,0,4,18,33,1,1,0,1.14,1288727
Queens,Long Island City,849,0,2,15,51,0,1,0,1.17,975297
Queens,Forest Hills,2970,4,2,22,40,1,0,0,2.47,1324197
Bronx,South Bronx,2294,2,4,22,82,1,0,1,0.56,1330625
Staten Island,Great Kills,1777,3,3,21,5,1,1,1,1.94,1114802
Staten Island,Tottenville,3433,1,4,2,1,0,1,1,1.42,2322853
Staten Island,Great Kills,3105,0,4,40,14,1,0,1,1.09,2421008
Brooklyn,Williamsburg,996,4,1,43,16,0,1,0,1.62,1246559
Queens,Jamaica,2547,2,4,18,15,1,1,0,2.15,1536936
Staten Island,Great Kills,1015,2,2,23,27,1,0,0,1.22,1076740
Staten Island,Tottenville,1347,1,1,13,84,1,0,0,2.18,1050143
Brooklyn,Bushwick,1981,0,3,41,71,1,1,0,0.33,1726439
Brooklyn,Flatbush,955,1,1,9,9,1,0,1,1.67,1376145
Staten Island,Stapleton,677,1,3,49,9,1,0,1,0.9,1105640
Manhattan,Financial District,2413,5,1,7,9,1,1,0,1.03,2260323
Staten Island,New Dorp,890,4,1,41,72,1,1,0,1.47,876538
Staten Island,New Dorp,654,2,3,1,27,1,1,1,1.25,822872
Brooklyn,Williamsburg,2828,5,2,2,23,0,0,1,1.02,2322445
Brooklyn,Flatbush,1291,3,2,4,18,0,1,0,0.84,1419161
Staten Island,Stapleton,941,2,2,14,96,0,0,1,1.58,925942
Staten Island,St. George,1687,2,1,32,67,0,1,1,1.31,864610
Staten Island,Great Kills,2033,4,4,36,55,1,0,0,0.88,1846539
Brooklyn,Bushwick,1224,3,1,2,66,1,0,0,0.59,1358557
Staten Island,New Dorp,3326,0,4,40,41,0,1,1,1.96,1780833
Staten Island,Annadale,1752,3,4,14,11,0,0,1,2.02,1201841
Bronx,Riverdale,680,0,2,20,17,0,1,0,0.61,643400
Manhattan,SoHo,1698,3,4,25,22,0,1,1,0.73,2276726
Queens,Long Island City,1172,1,1,42,83,1,0,1,0.67,1228575
Manhattan,SoHo,3290,3,1,49,5,0,0,1,2.22,2960367
Bronx,Pelham Bay,3166,5,2,8,52,1,0,0,1.96,1073798
Queens,Jamaica,727,5,3,28,97,1,1,1,0.28,792390
Staten Island,Tottenville,2658,4,1,46,41,1,1,1,2.1,1752291
Bronx,Norwood,3174,0,4,21,65,0,1,0,0.19,1398318
Staten Island,Tottenville,1322,2,1,23,29,0,1,0,0.71,1003950
Brooklyn,DUMBO,951,4,1,32,8,1,1,1,2.31,1158078
Bronx,Riverdale,2473,5,1,8,90,0,1,0,2.17,1090200
Brooklyn,Bushwick,2474,5,3,31,41,0,0,0,1.98,2090002
Bronx,Mott Haven,1101,0,4,37,33,1,1,1,1.2,1133661
Bronx,Riverdale,2319,5,2,16,39,1,1,0,0.87,1374114
Brooklyn,Flatbush,3129,5,1,40,87,0,1,1,2.22,2258830
Queens,Jackson Heights,2860,0,4,42,16,1,1,1,1.68,1421294
Manhattan,Harlem,566,5,4,27,28,0,0,0,0.81,1535796
Staten Island,St. George,568,2,2,40,99,0,0,1,1.21,788201
Bronx,Mott Haven,628,1,1,41,49,1,0,1,2.22,662064
Staten Island,Stapleton,2402,4,3,18,75,1,1,1,2.27,1275047
Brooklyn,Bushwick,766,2,4,35,94,0,1,1,1.68,1048841
Staten Island,Great Kills,927,2,2,49,48,1,1,1,1.86,957436
Brooklyn,Park Slope,1190,1,3,15,72,0,0,0,0.19,1242954
Staten Island,New Dorp,923,4,4,27,60,1,1,0,1.55,776391
Manhattan,Midtown,1495,2,1,17,82,0,1,1,1.75,1374376
Manhattan,Harlem,2068,5,4,40,45,1,0,1,0.15,2542541
Manhattan,SoHo,2553,1,3,2,45,0,0,0,2.13,2144966
Manhattan,Upper East Side,3179,4,3,49,16,0,1,1,2.33,2563369
Manhattan,SoHo,2308,3,1,31,65,1,0,1,0.67,2639702
Manhattan,Upper East Side,3412,0,1,37,4,0,1,1,2.13,2457244
Brooklyn,Park Slope,1705,5,2,41,53,0,1,0,1.7,1811463
Bronx,Mott Haven,532,1,1,41,15,0,0,1,1.49,789852
Staten Island,New Dorp,2981,0,2,34,80,0,1,0,2.12,1240601
Manhattan,Chelsea,3422,3,3,34,90,0,0,1,0.79,2765638
Brooklyn,Bushwick,2716,2,3,3,6,1,0,1,2.0,1968136
Brooklyn,Park Slope,3120,2,4,17,7,0,1,0,0.85,2616055
Brooklyn,Flatbush,2042,4,4,14,71,0,0,0,1.99,1389127
Bronx,Norwood,3238,1,2,14,86,0,1,1,1.18,2170061
Staten Island,New Dorp,2288,1,1,46,95,1,1,1,0.38,1849225
Bronx,Mott Haven,2170,4,1,38,81,1,0,1,1.02,1738148
Queens,Jackson Heights,417,0,4,35,37,0,0,0,0.66,793028
Brooklyn,Bay Ridge,2177,2,3,1,53,0,0,1,0.34,1845032
Queens,Flushing,516,2,2,48,75,1,1,0,0.36,1040267
Manhattan,Chelsea,1197,1,3,29,14,1,1,1,1.97,1652933
Manhattan,SoHo,2998,1,3,4,91,0,1,1,2.22,2445715
Bronx,Pelham Bay,3376,4,1,33,49,1,1,1,2.33,2339190
Staten Island,Tottenville,2111,3,2,17,55,0,1,1,2.15,1266283
Queens,Long Island City,1152,0,3,28,94,0,1,1,2.09,812969
Staten Island,Annadale,2869,5,4,26,8,0,1,1,0.27,2000469
Bronx,Riverdale,1792,3,4,8,7,1,0,1,2.0,924705
Manhattan,Upper East Side,3093,3,1,34,18,0,1,0,1.98,2376962
Staten Island,Stapleton,3005,1,4,18,50,0,1,1,0.42,1615108
Staten Island,St. George,2497,1,4,31,71,1,0,1,1.69,1994973
Manhattan,Chelsea,1077,1,3,27,97,0,1,1,1.19,1590559
Queens,Flushing,505,3,4,16,56,0,1,1,2.26,1062710
Manhattan,Financial District,1057,0,4,10,67,0,0,0,1.77,1335709
Staten Island,Annadale,2346,1,3,40,30,1,1,0,2.38,1609303
Queens,Jamaica,1848,2,1,12,2,1,0,1,0.35,1509785
Queens,Jamaica,1495,0,1,22,98,0,1,1,0.2,1273175
Manhattan,Upper East Side,1387,2,2,16,82,1,1,0,2.44,2000441
Staten Island,Great Kills,3289,0,4,12,42,0,0,0,0.29,2175311
Bronx,South Bronx,2208,1,3,11,28,0,0,0,1.03,1517124
Staten Island,St. George,2182,5,2,20,9,1,1,1,1.66,1496888
Brooklyn,Bushwick,845,4,1,1,11,1,1,0,2.21,1289225
Bronx,Pelham Bay,2348,1,1,27,45,0,0,0,0.71,1460987
Queens,Astoria,2517,3,3,3,29,1,1,1,0.17,1304334
Bronx,Fordham,2397,5,2,12,93,1,0,1,1.35,1908794
Queens,Jamaica,2597,3,2,30,81,1,0,1,1.23,2102053
Queens,Long Island City,1173,0,3,9,87,0,0,0,0.84,811161
Bronx,Norwood,1961,3,3,37,31,0,1,0,2.2,1647903
Queens,Jackson Heights,2075,5,2,1,72,1,1,0,1.9,1575742
Queens,Jamaica,1522,5,1,42,46,0,1,0,2.16,1338096
Brooklyn,Bay Ridge,1701,1,4,49,87,0,0,1,0.49,1332025
Staten Island,St. George,1986,2,1,4,62,1,1,0,1.76,1665781
Staten Island,Tottenville,2086,1,3,15,25,0,0,1,2.44,1547370
Brooklyn,Bay Ridge,1343,0,2,27,2,1,0,0,1.57,1370177
Bronx,South Bronx,854,3,2,8,22,0,1,0,0.51,840163
Manhattan,Chelsea,1527,2,4,23,74,0,1,0,2.49,1949438
Manhattan,Harlem,1345,4,2,15,73,1,0,1,1.37,1763755
Manhattan,Upper East Side,1000,5,4,27,49,0,1,0,2.12,1727691
Brooklyn,Flatbush,3100,2,1,31,35,1,0,1,0.46,2141165
